bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
634	chr1	6485083	6485858	CpG: 75	775	75	578	19.4	74.6	0.72
634	chr1	6490023	6491055	CpG: 84	1032	84	705	16.3	68.3	0.7
634	chr1	6497090	6497812	CpG: 89	722	89	571	24.7	79.1	0.79
635	chr1	6554076	6554775	CpG: 72	699	72	442	20.6	63.2	1.04
635	chr1	6579367	6580301	CpG: 80	934	80	624	17.1	66.8	0.77
635	chr1	6593337	6593614	CpG: 23	277	23	181	16.6	65.3	0.78
635	chr1	6599065	6599445	CpG: 27	380	27	246	14.2	64.7	0.68
635	chr1	6601716	6603784	CpG: 226	2068	226	1388	21.9	67.1	0.97
635	chr1	6612726	6615681	CpG: 310	2955	310	1989	21	67.3	0.95
635	chr1	6625011	6625780	CpG: 77	769	77	538	20	70	0.83
636	chr1	6701235	6702071	CpG: 96	836	96	602	23	72	0.89
636	chr1	6784253	6786306	CpG: 245	2053	245	1499	23.9	73	0.9
638	chr1	6961941	6962248	CpG: 23	307	23	200	15	65.1	0.71
638	chr1	7062459	7062667	CpG: 16	208	16	142	15.4	68.3	0.75
643	chr1	7663340	7665115	CpG: 111	1775	111	1147	12.5	64.6	0.61
643	chr1	7680083	7681057	CpG: 98	974	98	637	20.1	65.4	0.95
643	chr1	7704113	7705796	CpG: 237	1683	237	1175	28.2	69.8	1.2
644	chr1	7770991	7771786	CpG: 91	795	91	553	22.9	69.6	0.95
644	chr1	7783400	7785044	CpG: 176	1644	176	1162	21.4	70.7	0.86
644	chr1	7827138	7827416	CpG: 25	278	25	193	18	69.4	0.79
645	chr1	7942348	7942639	CpG: 31	291	31	198	21.3	68	0.92
645	chr1	7953933	7954591	CpG: 62	658	62	433	18.8	65.8	0.87
645	chr1	7961241	7962166	CpG: 85	925	85	591	18.4	63.9	0.92
646	chr1	8025494	8026794	CpG: 155	1300	155	874	23.8	67.2	1.06
647	chr1	8211936	8212142	CpG: 15	206	15	122	14.6	59.2	0.83
647	chr1	8217135	8217762	CpG: 63	627	63	411	20.1	65.6	0.94
648	chr1	8317724	8318275	CpG: 61	551	61	374	22.1	67.9	0.96
648	chr1	8324327	8324659	CpG: 24	332	24	216	14.5	65.1	0.71
648	chr1	8325835	8326108	CpG: 21	273	21	177	15.4	64.8	0.73
648	chr1	8330142	8330740	CpG: 46	598	46	399	15.4	66.7	0.71
648	chr1	8335283	8335575	CpG: 23	292	23	187	15.8	64	0.77
648	chr1	8343637	8344042	CpG: 32	405	32	264	15.8	65.2	0.75
648	chr1	8358262	8358490	CpG: 18	228	18	155	15.8	68	0.7
649	chr1	8423329	8424279	CpG: 100	950	100	671	21.1	70.6	0.85
651	chr1	8702946	8703521	CpG: 69	575	69	398	24	69.2	1
652	chr1	8816953	8818004	CpG: 100	1051	100	685	19	65.2	0.91
652	chr1	8878254	8879287	CpG: 112	1033	112	734	21.7	71.1	0.86
653	chr1	9039221	9040454	CpG: 93	1233	93	772	15.1	62.6	0.77
654	chr1	9128444	9129417	CpG: 115	973	115	727	23.6	74.7	0.85
655	chr1	9182108	9183768	CpG: 162	1660	162	1172	19.5	70.6	0.78
655	chr1	9198506	9198897	CpG: 38	391	38	254	19.4	65	0.93
655	chr1	9234342	9235393	CpG: 115	1051	115	710	21.9	67.6	0.96
655	chr1	9264143	9264380	CpG: 20	237	20	161	16.9	67.9	0.73
655	chr1	9264628	9264957	CpG: 23	329	23	218	14	66.3	0.65
655	chr1	9292330	9293834	CpG: 156	1504	156	945	20.7	62.8	1.05
656	chr1	9356067	9356345	CpG: 24	278	24	178	17.3	64	0.85
656	chr1	9367448	9367675	CpG: 22	227	22	159	19.4	70	0.8
656	chr1	9428878	9429190	CpG: 33	312	33	200	21.2	64.1	1.04
657	chr1	9495320	9495593	CpG: 32	273	32	202	23.4	74	0.86
657	chr1	9539291	9540385	CpG: 134	1094	134	775	24.5	70.8	0.98
658	chr1	9588674	9589459	CpG: 119	785	119	561	30.3	71.5	1.19
658	chr1	9610559	9610810	CpG: 19	251	19	175	15.1	69.7	0.66
658	chr1	9627067	9627309	CpG: 30	242	30	186	24.8	76.9	0.85
658	chr1	9651674	9652943	CpG: 137	1269	137	904	21.6	71.2	0.86
658	chr1	9689237	9690170	CpG: 102	933	102	669	21.9	71.7	0.85
659	chr1	9715650	9715939	CpG: 26	289	26	194	18	67.1	0.81
659	chr1	9730234	9730646	CpG: 30	412	30	249	14.6	60.4	0.82
659	chr1	9731100	9731428	CpG: 26	328	26	206	15.9	62.8	0.8
659	chr1	9762518	9762759	CpG: 19	241	19	161	15.8	66.8	0.73
659	chr1	9822953	9824609	CpG: 188	1656	188	1159	22.7	70	0.93
660	chr1	9909787	9910631	CpG: 113	844	113	641	26.8	75.9	0.96
660	chr1	9943107	9943527	CpG: 39	420	39	288	18.6	68.6	0.8
661	chr1	9997209	9998050	CpG: 102	841	102	612	24.3	72.8	0.93
661	chr1	10032474	10033346	CpG: 84	872	84	560	19.3	64.2	0.93
662	chr1	10209957	10211248	CpG: 156	1291	156	904	24.2	70	0.99
663	chr1	10326125	10326332	CpG: 18	207	18	122	17.4	58.9	1
664	chr1	10398491	10399940	CpG: 147	1449	147	982	20.3	67.8	0.88
664	chr1	10430143	10431015	CpG: 99	872	99	578	22.7	66.3	1.04
664	chr1	10472120	10472743	CpG: 59	623	59	380	18.9	61	1.04
664	chr1	10474861	10475115	CpG: 22	254	22	176	17.3	69.3	0.75
666	chr1	10638242	10640041	CpG: 173	1799	173	1135	19.2	63.1	0.97
666	chr1	10647753	10648083	CpG: 25	330	25	225	15.2	68.2	0.72
666	chr1	10653781	10654146	CpG: 30	365	30	236	16.4	64.7	0.81
666	chr1	10654344	10654651	CpG: 22	307	22	191	14.3	62.2	0.74
666	chr1	10659810	10660524	CpG: 48	714	48	470	13.4	65.8	0.63
666	chr1	10665130	10665560	CpG: 36	430	36	298	16.7	69.3	0.71
666	chr1	10693716	10695464	CpG: 157	1748	157	949	18	54.3	1.22
666	chr1	10697834	10698195	CpG: 27	361	27	240	15	66.5	0.76
666	chr1	10704392	10704868	CpG: 43	476	43	329	18.1	69.1	0.76
667	chr1	10793837	10796907	CpG: 244	3070	244	1906	15.9	62.1	0.83
667	chr1	10835838	10836060	CpG: 20	222	20	163	18	73.4	0.67
667	chr1	10866898	10867422	CpG: 50	524	50	303	19.1	57.8	1.2
668	chr1	10888467	10889109	CpG: 75	642	75	481	23.4	74.9	0.85
669	chr1	11012340	11013188	CpG: 88	848	88	582	20.8	68.6	0.89
669	chr1	11058973	11060577	CpG: 146	1604	146	1035	18.2	64.5	0.89
669	chr1	11099330	11100079	CpG: 77	749	77	506	20.6	67.6	0.92
670	chr1	11262201	11262979	CpG: 60	778	60	501	15.4	64.4	0.75
671	chr1	11273202	11273490	CpG: 29	288	29	208	20.1	72.2	0.77
672	chr1	11478612	11480554	CpG: 196	1942	196	1359	20.2	70	0.82
672	chr1	11501309	11502099	CpG: 80	790	80	518	20.3	65.6	0.95
672	chr1	11529781	11529987	CpG: 20	206	20	134	19.4	65	0.92
673	chr1	11536325	11536565	CpG: 23	240	23	156	19.2	65	0.94
673	chr1	11648710	11649220	CpG: 40	510	40	322	15.7	63.1	0.8
673	chr1	11650402	11650731	CpG: 35	329	35	236	21.3	71.7	0.83
673	chr1	11654160	11655249	CpG: 107	1089	107	710	19.7	65.2	0.94
673	chr1	11664056	11664828	CpG: 92	772	92	579	23.8	75	0.87
674	chr1	11680342	11681660	CpG: 128	1318	128	900	19.4	68.3	0.84
674	chr1	11690644	11692594	CpG: 190	1950	190	1347	19.5	69.1	0.84
674	chr1	11719509	11719959	CpG: 34	450	34	296	15.1	65.8	0.7
674	chr1	11735918	11736206	CpG: 32	288	32	204	22.2	70.8	0.89
674	chr1	11762082	11762306	CpG: 25	224	25	158	22.3	70.5	0.9
675	chr1	11805405	11806509	CpG: 92	1104	92	750	16.7	67.9	0.73
675	chr1	11838336	11838675	CpG: 28	339	28	217	16.5	64	0.82
675	chr1	11859058	11859498	CpG: 43	440	43	306	19.5	69.5	0.81
675	chr1	11925586	11926078	CpG: 58	492	58	370	23.6	75.2	0.83
676	chr1	11934692	11934912	CpG: 27	220	27	134	24.5	60.9	1.35
676	chr1	11980056	11980736	CpG: 73	680	73	489	21.5	71.9	0.83
676	chr1	12019194	12019846	CpG: 66	652	66	445	20.2	68.3	0.87
677	chr1	12063431	12064091	CpG: 63	660	63	461	19.1	69.8	0.79
677	chr1	12166819	12167655	CpG: 95	836	95	626	22.7	74.9	0.81
678	chr1	12191277	12191928	CpG: 51	651	51	419	15.7	64.4	0.82
678	chr1	12229897	12230528	CpG: 77	631	77	489	24.4	77.5	0.81
678	chr1	12230898	12231142	CpG: 23	244	23	179	18.9	73.4	0.7
680	chr1	12540321	12540530	CpG: 18	209	18	138	17.2	66	0.79
681	chr1	12595876	12596235	CpG: 36	359	36	256	20.1	71.3	0.8
681	chr1	12616978	12618636	CpG: 124	1658	124	940	15	56.7	0.93
688	chr1	13513010	13514118	CpG: 128	1108	128	789	23.1	71.2	0.93
688	chr1	13554915	13555117	CpG: 23	202	23	143	22.8	70.8	0.92
688	chr1	13583111	13583347	CpG: 22	236	22	163	18.6	69.1	0.79
688	chr1	13583642	13584373	CpG: 59	731	59	485	16.1	66.3	0.73
689	chr1	13699986	13700705	CpG: 113	719	113	570	31.4	79.3	1.02
689	chr1	13748772	13749963	CpG: 116	1191	116	655	19.5	55	1.29
690	chr1	13892855	13893242	CpG: 41	387	41	273	21.2	70.5	0.86
696	chr1	14598114	14599497	CpG: 116	1383	116	869	16.8	62.8	0.85
697	chr1	14801087	14801373	CpG: 21	286	21	174	14.7	60.8	0.81
698	chr1	14923877	14925049	CpG: 155	1172	155	820	26.5	70	1.09
699	chr1	15048567	15048917	CpG: 31	350	31	220	17.7	62.9	0.96
699	chr1	15065685	15066023	CpG: 33	338	33	214	19.5	63.3	0.98
700	chr1	15152723	15154975	CpG: 198	2252	198	1477	17.6	65.6	0.82
701	chr1	15214685	15214951	CpG: 20	266	20	165	15	62	0.8
701	chr1	15247124	15247457	CpG: 45	333	45	256	27	76.9	0.92
702	chr1	15409554	15410732	CpG: 127	1178	127	834	21.6	70.8	0.87
703	chr1	15524103	15525086	CpG: 105	983	105	674	21.4	68.6	1.06
703	chr1	15526613	15527168	CpG: 53	555	53	368	19.1	66.3	0.87
703	chr1	15584593	15585113	CpG: 62	520	62	385	23.8	74	0.87
704	chr1	15603328	15603794	CpG: 44	466	44	303	18.9	65	0.89
704	chr1	15617326	15617861	CpG: 60	535	60	320	22.4	59.8	1.25
704	chr1	15684083	15685007	CpG: 91	924	91	607	19.7	65.7	0.91
704	chr1	15727121	15727480	CpG: 25	359	25	239	13.9	66.6	0.63
705	chr1	15731802	15732010	CpG: 17	208	17	147	16.3	70.7	0.67
705	chr1	15744133	15744358	CpG: 18	225	18	164	16	72.9	0.61
705	chr1	15746823	15747026	CpG: 15	203	15	140	14.8	69	0.63
705	chr1	15758576	15759367	CpG: 99	791	99	610	25	77.1	0.86
705	chr1	15834765	15836385	CpG: 152	1620	152	1011	18.8	62.4	0.97
705	chr1	15837257	15837628	CpG: 41	371	41	248	22.1	66.8	0.99
705	chr1	15847394	15848901	CpG: 172	1507	172	981	22.8	65.1	1.08
705	chr1	15849334	15849622	CpG: 27	288	27	175	18.8	60.8	1.05
706	chr1	15934375	15934660	CpG: 22	285	22	176	15.4	61.8	0.82
706	chr1	15943405	15943764	CpG: 28	359	28	242	15.6	67.4	0.69
706	chr1	15944096	15945087	CpG: 82	991	82	678	16.5	68.4	0.71
706	chr1	15975407	15976177	CpG: 85	770	85	545	22.1	70.8	0.91
707	chr1	16073153	16073496	CpG: 45	343	45	271	26.2	79	0.84
708	chr1	16137881	16138126	CpG: 20	245	20	162	16.3	66.1	0.75
708	chr1	16148616	16148829	CpG: 20	213	20	133	18.8	62.4	0.97
708	chr1	16154989	16155965	CpG: 89	976	89	674	18.2	69.1	0.77
708	chr1	16167566	16168010	CpG: 48	444	48	332	21.6	74.8	0.8
708	chr1	16206422	16208085	CpG: 145	1663	145	1103	17.4	66.3	0.82
708	chr1	16217188	16217812	CpG: 44	624	44	421	14.1	67.5	0.65
708	chr1	16226831	16227165	CpG: 37	334	37	244	22.2	73.1	0.83
708	chr1	16237049	16237304	CpG: 37	255	37	189	29	74.1	1.06
709	chr1	16352079	16352697	CpG: 52	618	52	375	16.8	60.7	0.91
709	chr1	16367126	16367775	CpG: 56	649	56	442	17.3	68.1	0.76
710	chr1	16440503	16441308	CpG: 70	805	70	517	17.4	64.2	0.85
710	chr1	16498643	16499882	CpG: 126	1239	126	782	20.3	63.1	1.02
710	chr1	16514289	16514533	CpG: 18	244	18	151	14.8	61.9	0.83
711	chr1	16520785	16521397	CpG: 42	612	42	384	13.7	62.7	0.7
711	chr1	16534378	16535801	CpG: 105	1423	105	847	14.8	59.5	0.84
711	chr1	16547906	16548318	CpG: 41	412	41	286	19.9	69.4	0.84
711	chr1	16612961	16613959	CpG: 88	998	88	624	17.6	62.5	0.91
711	chr1	16644360	16644997	CpG: 64	637	64	438	20.1	68.8	0.89
712	chr1	16646990	16648550	CpG: 131	1560	131	1012	16.8	64.9	0.8
712	chr1	16658282	16658558	CpG: 31	276	31	214	22.5	77.5	0.75
712	chr1	16666956	16667195	CpG: 19	239	19	150	15.9	62.8	0.86
712	chr1	16680247	16680656	CpG: 38	409	38	284	18.6	69.4	0.79
712	chr1	16692188	16694464	CpG: 241	2276	241	1600	21.2	70.3	0.86
712	chr1	16696491	16696789	CpG: 25	298	25	209	16.8	70.1	0.69
712	chr1	16699567	16701447	CpG: 181	1880	181	1361	19.3	72.4	0.74
712	chr1	16707273	16708233	CpG: 95	960	95	630	19.8	65.6	0.92
712	chr1	16724996	16725396	CpG: 38	400	38	274	19	68.5	0.83
712	chr1	16740268	16740507	CpG: 19	239	19	150	15.9	62.8	0.86
712	chr1	16748909	16749185	CpG: 30	276	30	213	21.7	77.2	0.73
712	chr1	16758916	16760479	CpG: 126	1563	126	1011	16.1	64.7	0.77
713	chr1	16859616	16860028	CpG: 41	412	41	287	19.9	69.7	0.84
713	chr1	16871066	16871354	CpG: 23	288	23	192	16	66.7	0.72
713	chr1	16872131	16873554	CpG: 103	1423	103	847	14.5	59.5	0.82
713	chr1	16888926	16889599	CpG: 51	673	51	427	15.2	63.4	0.75
713	chr1	16895732	16895971	CpG: 18	239	18	150	15.1	62.8	0.81
713	chr1	16904803	16905185	CpG: 26	382	26	243	13.6	63.6	0.76
714	chr1	16913543	16914475	CpG: 112	932	112	655	24	70.3	0.98
714	chr1	16955323	16955561	CpG: 22	238	22	168	18.5	70.6	0.8
714	chr1	16960795	16961189	CpG: 32	394	32	210	16.2	53.3	1.16
714	chr1	16966409	16966620	CpG: 19	211	19	155	18	73.5	0.72
714	chr1	16980056	16980868	CpG: 75	812	75	534	18.5	65.8	0.88
714	chr1	17005390	17005598	CpG: 17	208	17	136	16.3	65.4	0.77
714	chr1	17011334	17012087	CpG: 86	753	86	544	22.8	72.2	0.88
715	chr1	17053961	17054227	CpG: 31	266	31	184	23.3	69.2	0.97
715	chr1	17119156	17119593	CpG: 52	437	52	318	23.8	72.8	0.9
715	chr1	17149207	17149580	CpG: 37	373	37	253	19.8	67.8	0.86
717	chr1	17407939	17408149	CpG: 18	210	18	130	17.1	61.9	0.9
717	chr1	17419704	17420051	CpG: 30	347	30	214	17.3	61.7	0.91
718	chr1	17437576	17439981	CpG: 246	2405	246	1580	20.5	65.7	0.96
718	chr1	17539434	17540048	CpG: 100	614	100	503	32.6	81.9	1
719	chr1	17622957	17623175	CpG: 17	218	17	146	15.6	67	0.7
720	chr1	17696986	17697297	CpG: 32	311	32	214	20.6	68.8	0.87
721	chr1	17825883	17826347	CpG: 31	464	31	291	13.4	62.7	0.68
723	chr1	18107611	18108319	CpG: 70	708	70	387	19.8	54.7	1.4
723	chr1	18109072	18109410	CpG: 29	338	29	223	17.2	66	0.79
723	chr1	18110057	18111179	CpG: 90	1122	90	748	16	66.7	0.73
725	chr1	18365380	18365587	CpG: 18	207	18	138	17.4	66.7	0.81
725	chr1	18376801	18377002	CpG: 21	201	21	133	20.9	66.2	0.95
726	chr1	18482379	18483173	CpG: 81	794	81	545	20.4	68.6	0.87
727	chr1	18630401	18633335	CpG: 201	2934	201	1576	13.7	53.7	0.95
727	chr1	18636321	18636987	CpG: 58	666	58	407	17.4	61.1	0.93
727	chr1	18637686	18637907	CpG: 20	221	20	162	18.1	73.3	0.69
727	chr1	18640757	18641625	CpG: 62	868	62	536	14.3	61.8	0.8
727	chr1	18643054	18644245	CpG: 98	1191	98	778	16.5	65.3	0.79
727	chr1	18645235	18645603	CpG: 30	368	30	235	16.3	63.9	0.81
727	chr1	18646534	18647239	CpG: 52	705	52	385	14.8	54.6	0.99
728	chr1	18784226	18784438	CpG: 19	212	19	116	17.9	54.7	1.21
728	chr1	18854451	18854975	CpG: 44	524	44	335	16.8	63.9	0.83
729	chr1	18877380	18877740	CpG: 37	360	37	244	20.6	67.8	0.9
729	chr1	18883132	18883420	CpG: 21	288	21	187	14.6	64.9	0.69
729	chr1	18902334	18903140	CpG: 75	806	75	526	18.6	65.3	0.87
729	chr1	18955454	18957389	CpG: 182	1935	182	1188	18.8	61.4	1
731	chr1	19209657	19210552	CpG: 83	895	83	544	18.5	60.8	1.01
731	chr1	19251390	19252214	CpG: 82	824	82	554	19.9	67.2	0.88
732	chr1	19273755	19274448	CpG: 72	693	72	484	20.8	69.8	0.85
732	chr1	19288504	19289166	CpG: 73	662	73	464	22.1	70.1	0.9
732	chr1	19311713	19312815	CpG: 120	1102	120	788	21.8	71.5	0.86
732	chr1	19338516	19338782	CpG: 25	266	25	179	18.8	67.3	0.84
733	chr1	19485209	19486150	CpG: 84	941	84	582	17.9	61.8	0.93
734	chr1	19596847	19597508	CpG: 61	661	61	456	18.5	69	0.79
734	chr1	19643761	19645429	CpG: 196	1668	196	1138	23.5	68.2	1.01
735	chr1	19664653	19666295	CpG: 164	1642	164	1182	20	72	0.79
735	chr1	19679017	19679372	CpG: 27	355	27	211	15.2	59.4	0.9
736	chr1	19800029	19800287	CpG: 26	258	26	184	20.2	71.3	0.79
736	chr1	19882314	19882969	CpG: 80	655	80	448	24.4	68.4	1.05
739	chr1	20185867	20186304	CpG: 36	437	36	293	16.5	67	0.73
739	chr1	20242962	20243324	CpG: 34	362	34	251	18.8	69.3	0.81
740	chr1	20343073	20343525	CpG: 38	452	38	298	16.8	65.9	0.8
740	chr1	20366089	20367041	CpG: 110	952	110	664	23.1	69.7	0.98
741	chr1	20483969	20487018	CpG: 264	3049	264	1994	17.3	65.4	0.81
741	chr1	20507923	20508390	CpG: 43	467	43	317	18.4	67.9	0.8
741	chr1	20552401	20554002	CpG: 186	1601	186	1097	23.2	68.5	1
742	chr1	20633371	20634058	CpG: 69	687	69	431	20.1	62.7	1.04
742	chr1	20661023	20661745	CpG: 61	722	61	478	16.9	66.2	0.77
742	chr1	20696446	20696696	CpG: 19	250	19	178	15.2	71.2	0.61
742	chr1	20704515	20704876	CpG: 34	361	34	235	18.8	65.1	0.89
743	chr1	20717339	20718278	CpG: 108	939	108	635	23	67.6	1.01
743	chr1	20731513	20732873	CpG: 109	1360	109	815	16	59.9	0.89
743	chr1	20786215	20787628	CpG: 175	1413	175	935	24.8	66.2	1.13
746	chr1	21176622	21177343	CpG: 77	721	77	485	21.4	67.3	0.95
746	chr1	21225081	21225438	CpG: 32	357	32	227	17.9	63.6	0.89
747	chr1	21289887	21290608	CpG: 73	721	73	483	20.2	67	0.9
747	chr1	21344867	21345826	CpG: 104	959	104	656	21.7	68.4	0.93
748	chr1	21427995	21429502	CpG: 180	1507	180	1070	23.9	71	0.95
748	chr1	21436577	21436923	CpG: 34	346	34	255	19.7	73.7	0.73
748	chr1	21439779	21440731	CpG: 90	952	90	605	18.9	63.6	0.95
748	chr1	21459952	21460220	CpG: 23	268	23	184	17.2	68.7	0.73
749	chr1	21509055	21509851	CpG: 69	796	69	479	17.3	60.2	0.96
749	chr1	21603686	21603887	CpG: 20	201	20	139	19.9	69.2	0.84
749	chr1	21622181	21622770	CpG: 47	589	47	311	16	52.8	1.17
750	chr1	21651791	21652220	CpG: 51	429	51	259	23.8	60.4	1.33
750	chr1	21659210	21659609	CpG: 50	399	50	289	25.1	72.4	0.99
750	chr1	21668570	21669450	CpG: 69	880	69	596	15.7	67.7	0.69
750	chr1	21669668	21669916	CpG: 24	248	24	179	19.4	72.2	0.74
751	chr1	21782636	21783768	CpG: 111	1132	111	724	19.6	64	0.97
751	chr1	21814406	21814914	CpG: 52	508	52	371	20.5	73	0.77
751	chr1	21823190	21823404	CpG: 19	214	19	136	17.8	63.6	0.95
751	chr1	21828807	21829072	CpG: 22	265	22	182	16.6	68.7	0.7
751	chr1	21864856	21865099	CpG: 23	243	23	173	18.9	71.2	0.76
751	chr1	21884499	21884825	CpG: 25	326	25	225	15.3	69	0.64
751	chr1	21887409	21887626	CpG: 16	217	16	144	14.7	66.4	0.69
752	chr1	21936853	21937784	CpG: 114	931	114	650	24.5	69.8	1.09
753	chr1	22025424	22025701	CpG: 22	277	22	174	15.9	62.8	0.83
753	chr1	22052516	22053536	CpG: 112	1020	112	695	22	68.1	0.95
753	chr1	22120027	22120450	CpG: 35	423	35	278	16.5	65.7	0.77
753	chr1	22129530	22129732	CpG: 17	202	17	136	16.8	67.3	0.76
753	chr1	22142419	22143759	CpG: 164	1340	164	973	24.5	72.6	0.94
755	chr1	22285721	22285925	CpG: 19	204	19	147	18.6	72.1	0.72
755	chr1	22342145	22342381	CpG: 18	236	18	154	15.3	65.3	0.72
756	chr1	22451743	22452324	CpG: 62	581	62	399	21.3	68.7	0.91
757	chr1	22563102	22563603	CpG: 68	501	68	364	27.1	72.7	1.05
757	chr1	22576309	22576920	CpG: 47	611	47	393	15.4	64.3	0.75
757	chr1	22593280	22593714	CpG: 32	434	32	296	14.7	68.2	0.63
757	chr1	22600652	22601049	CpG: 30	397	30	270	15.1	68	0.65
757	chr1	22647557	22647810	CpG: 19	253	19	158	15	62.5	0.77
758	chr1	22676923	22677338	CpG: 33	415	33	290	15.9	69.9	0.65
758	chr1	22710330	22711869	CpG: 162	1539	162	1007	21.1	65.4	0.99
758	chr1	22784411	22785074	CpG: 46	663	46	397	13.9	59.9	0.77
760	chr1	22953060	22954076	CpG: 126	1016	126	717	24.8	70.6	1
760	chr1	23019321	23020184	CpG: 80	863	80	515	18.5	59.7	1.04
761	chr1	23167746	23168947	CpG: 92	1201	92	715	15.3	59.5	0.92
761	chr1	23177566	23178140	CpG: 60	574	60	400	20.9	69.7	0.86
762	chr1	23216884	23217744	CpG: 87	860	87	561	20.2	65.2	0.97
763	chr1	23343752	23344870	CpG: 127	1118	127	781	22.7	69.9	0.93
763	chr1	23368197	23369557	CpG: 106	1360	106	849	15.6	62.4	0.8
763	chr1	23424303	23425170	CpG: 81	867	81	594	18.7	68.5	0.8
763	chr1	23436661	23437478	CpG: 56	817	56	553	13.7	67.7	0.6
764	chr1	23483484	23484862	CpG: 121	1378	121	940	17.6	68.2	0.79
764	chr1	23530541	23531597	CpG: 106	1056	106	702	20.1	66.5	0.91
764	chr1	23554526	23555264	CpG: 76	738	76	521	20.6	70.6	0.88
764	chr1	23558351	23558596	CpG: 23	245	23	169	18.8	69	0.79
764	chr1	23559191	23559721	CpG: 49	530	49	339	18.5	64	0.91
764	chr1	23568013	23568574	CpG: 66	561	66	422	23.5	75.2	0.87
765	chr1	23691865	23692077	CpG: 17	212	17	135	16	63.7	0.79
766	chr1	23743205	23744125	CpG: 121	920	121	671	26.3	72.9	1
766	chr1	23778012	23778773	CpG: 81	761	81	460	21.3	60.4	1.17
766	chr1	23790992	23791302	CpG: 32	310	32	212	20.6	68.4	0.91
766	chr1	23800300	23801059	CpG: 81	759	81	544	21.3	71.7	0.83
767	chr1	23867764	23868500	CpG: 84	736	84	521	22.8	70.8	0.91
767	chr1	23902625	23903047	CpG: 63	422	63	320	29.9	75.8	1.05
767	chr1	23959295	23960211	CpG: 97	916	97	623	21.2	68	0.92
767	chr1	23979873	23980527	CpG: 80	654	80	441	24.5	67.4	1.08
769	chr1	24187050	24187987	CpG: 81	937	81	586	17.3	62.5	0.89
770	chr1	24321712	24322684	CpG: 91	972	91	661	18.7	68	0.81
771	chr1	24413367	24413772	CpG: 37	405	37	279	18.3	68.9	0.78
771	chr1	24416181	24416549	CpG: 24	368	24	201	13	54.6	0.93
771	chr1	24502375	24503388	CpG: 108	1013	108	661	21.3	65.3	1
772	chr1	24535212	24535430	CpG: 19	218	19	141	17.4	64.7	0.84
772	chr1	24555948	24556297	CpG: 45	349	45	282	25.8	80.8	0.82
773	chr1	24642536	24643705	CpG: 126	1169	126	755	21.6	64.6	1.03
773	chr1	24744861	24746095	CpG: 127	1234	127	801	20.6	64.9	0.98
774	chr1	24848069	24848876	CpG: 86	807	86	579	21.3	71.7	0.83
774	chr1	24902005	24902641	CpG: 47	636	47	439	14.8	69	0.64
775	chr1	24907937	24908316	CpG: 44	379	44	210	23.2	55.4	1.6
775	chr1	24929036	24932514	CpG: 357	3478	357	2348	20.5	67.5	0.9
777	chr1	25232072	25232687	CpG: 45	615	45	380	14.6	61.8	0.79
777	chr1	25239968	25240220	CpG: 24	252	24	164	19	65.1	0.91
777	chr1	25246475	25248030	CpG: 157	1555	157	984	20.2	63.3	1.01
777	chr1	25266786	25267187	CpG: 36	401	36	252	18	62.8	0.92
777	chr1	25267466	25267996	CpG: 49	530	49	345	18.5	65.1	0.89
778	chr1	25337115	25337516	CpG: 37	401	37	253	18.5	63.1	0.94
778	chr1	25337795	25338907	CpG: 102	1112	102	746	18.3	67.1	0.82
779	chr1	25430074	25431624	CpG: 151	1550	151	984	19.5	63.5	0.97
779	chr1	25543402	25544551	CpG: 109	1149	109	773	19	67.3	0.84
780	chr1	25616170	25616675	CpG: 57	505	57	380	22.6	75.2	0.8
780	chr1	25617483	25618281	CpG: 89	798	89	598	22.3	74.9	0.81
781	chr1	25771413	25771616	CpG: 16	203	16	135	15.8	66.5	0.71
781	chr1	25800324	25800616	CpG: 35	292	35	231	24	79.1	0.84
781	chr1	25819631	25820884	CpG: 120	1253	120	809	19.2	64.6	0.93
782	chr1	25858981	25859865	CpG: 72	884	72	506	16.3	57.2	1.06
782	chr1	25875231	25876025	CpG: 86	794	86	572	21.7	72	0.84
782	chr1	25905459	25907133	CpG: 157	1674	157	1178	18.8	70.4	0.77
782	chr1	25922714	25923122	CpG: 47	408	47	294	23	72.1	0.89
783	chr1	25998058	25998443	CpG: 33	385	33	218	17.1	56.6	1.09
783	chr1	26035102	26036217	CpG: 78	1115	78	658	14	59	0.8
783	chr1	26045790	26046822	CpG: 103	1032	103	675	20	65.4	0.94
784	chr1	26110828	26112426	CpG: 161	1598	161	1067	20.2	66.8	0.9
784	chr1	26161316	26162115	CpG: 84	799	84	533	21	66.7	0.95
784	chr1	26164031	26164557	CpG: 46	526	46	310	17.5	58.9	1.02
784	chr1	26169688	26170333	CpG: 68	645	68	436	21.1	67.6	0.92
785	chr1	26225026	26225703	CpG: 50	677	50	447	14.8	66	0.68
785	chr1	26233958	26234537	CpG: 64	579	64	390	22.1	67.4	0.98
785	chr1	26279871	26280422	CpG: 67	551	67	399	24.3	72.4	0.93
785	chr1	26306345	26306798	CpG: 38	453	38	291	16.8	64.2	0.81
785	chr1	26336047	26336975	CpG: 73	928	73	594	15.7	64	0.77
786	chr1	26345954	26346159	CpG: 15	205	15	142	14.6	69.3	0.61
786	chr1	26360025	26360790	CpG: 66	765	66	532	17.3	69.5	0.72
